State,Year,HLp,NPr,LTFr,CLEARr,Dr,EIr,EI6r,PerTscr,PerTNscr,PerNPIS,PerReferOP,PerReDirDiag,PerOPS,PerNPOS,PerD,PerDHL,PerHL3,PerLTF,PerEI,PerEI6,NPIS,ReferOP,OPS,POS,NPOS,CLEAR,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,Tdiag,TotPas,TotNotPas,HL,NHL,HL3,LTF,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC,Pop_with_insur,Pop_without_insur,Total_population,Population_under_5yr,White_alone_male_under_5yr,White_alone_female_under_5yr,Black_male_under_5yr,Black_female_under_5yr,Median_household_income,White_under_5yr,Black_under_5yr,Percent_insured,Percent_uninsured,percent_White_under_5yr,percent_Black_under_5yr,Health_Spending_per_Capita
North Dakota,2015,1.1847405418213413,24.32667245873154,10.978595687544429,6.713529736987599,6.713529736987599,0.7108443250928046,0.31593081115235766,99.47360150848523,0.5263984915147706,10.528394281652318,102.47561890472619,0.3750937734433608,84.9744711889132,8.755364806866952,27.5974025974026,17.647058823529413,46.666666666666664,45.12987012987013,60,26.666666666666668,1333,1366,1165,1063,102,85,9,4,12728,12661,67,36,2,0,0,11290,201,1027,100,5,84,12353,308,15,69,7,139,8,1,3,1,642145,64162,721640,48864,20110,19656,425,569,57181,39766,994,88.98411950557065,8.891136854941523,81.38097576948265,2.0342174197773413,9357
Ohio,2015,1.475120127356906,27.048737384801882,6.711066321985132,2.5559012107669163,17.78907242693774,0.7448626385663585,0.4746673677138559,97.69144063806412,2.3085593619358797,2.9385561348931635,440.6809145129225,0,98.46613658151469,19.655231659126052,65.76673866090714,8.292282430213465,62.87128712871287,24.811015118790497,50.495049504950494,32.17821782178218,4024,17733,17461,14029,3432,350,102,65,140174,136938,3236,45,6,13440,218,119205,272,544,3208,0,2435,133234,3704,202,2233,127,919,102,0,65,NA,10294292,1108605,11575977,695996,266340,252726,53141,51419,49429,519066,104560,88.92806196833321,9.576772655992665,74.57887689009706,15.02307484525773,8754
Oklahoma,2015,1.7346898998167855,18.691770942969633,12.064865707714498,4.736288153432348,1.9101079795735392,1.559271820060032,1.0525084785405217,99.26095031728835,0.7390496827116545,5.864811133200795,143.1704885343968,0,84.74930362116991,8.545603944124897,10.218978102189782,90.81632653061224,56.17977528089888,64.54640250260688,89.8876404494382,60.67415730337079,3009,4308,3651,3339,312,243,80,54,51688,51306,382,386,12,764,137,46998,657,2189,163,0,97,50347,959,89,8,50,619,43,37,28,26,3140751,627673,3849733,265720,86004,81927,10521,9993,46879,167931,20514,81.58360592799554,16.304325520756894,63.198479602589195,7.720156555772995,7902
Oregon,2015,2.718299503130501,30.859383703571666,4.1665738285688825,1.804772620930906,24.910318397540163,2.1835520598917135,1.4928366123749472,97.63318758293633,2.3668124170636733,NA,NA,NA,NA,NA,80.72202166064983,10.912343470483005,64.75409836065575,13.501805054151625,80.32786885245902,54.91803278688525,NA,NA,NA,NA,NA,81,98,67,45969,44881,1088,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117,43496,1385,122,995,79,187,97,1,67,0,3420441,480330,3939233,231402,93299,88693,2686,2499,51243,181992,5185,86.83012657540186,12.193490458675585,78.64754842222625,2.240689363099714,8438
Pennsylvania,2015,1.2519816869897618,8.793504511578977,3.696679655667995,0.37781695879572696,4.726416072777918,0.6815521609648408,0.48893959373564666,96.31812538352861,3.6818746164713945,1.9031603277376914,91.66991047100039,8.71934604904632,73.05157037611477,31.528662420382165,53.74894692502106,26.489028213166144,60.35502958579882,42.03875315922493,54.437869822485204,39.053254437869825,2569,2355,1884,1290,594,51,92,66,140146,134986,5160,0,0,0,10,129639,471,1290,584,224,637,133799,1187,169,468,102,499,92,0,66,0,11468414,1106674,12779559,717661,267004,253818,51674,49266,53599,520822,100940,89.74029542020972,8.659719791582793,72.57214757385451,14.06513660349385,9562
Rhode Island,2015,2.8877005347593583,21.497326203208555,2.7807486631016043,3.7433155080213902,15.080213903743315,2.6737967914438503,2.0320855614973263,80.93135981996018,19.068640180039818,3.8395721925133692,110.58495821727018,29.526462395543174,71.17296222664015,15.64245810055866,70.1492537313433,19.148936170212767,55.55555555555556,12.935323383084576,92.5925925925926,70.37037037037037,359,397,358,302,56,35,25,19,11553,9350,2203,125,14,5,0,8847,39,172,42,106,140,9149,201,27,113,15,26,25,0,19,NA,941771,96159,1053661,55230,19521,19381,2911,2583,56852,38902,5494,89.38083501239963,9.126180052217933,70.43635705232664,9.947492304906753,9914
South Carolina,2015,1.985576472791983,13.056101901283132,6.069120539477381,0.5806874590240705,6.425025756298585,1.273766039149574,0.8054697012269364,97.49438427963548,2.5056157203645197,2.4332677718460243,101.00076982294073,19.24557351809084,67.5416133162612,18.009478672985782,49.21090387374462,30.903790087463555,72.64150943396226,46.48493543758967,64.15094339622641,40.56603773584906,1299,1312,1055,865,190,31,68,43,54757,53385,1372,30,13,189,31,51823,257,646,146,250,342,52688,697,106,236,77,324,68,0,43,NA,3999311,680185,4777576,292581,88043,84884,45213,45005,45483,172927,90218,83.71004459165066,14.237031498818647,59.10397462583011,30.83522169929011,7446
South Dakota,2015,2.3485204321277595,18.709879442617815,11.58603413183028,2.270236417723501,4.931892907468296,0.07828401440425865,0.07828401440425865,98.49641452694888,1.5035854730511218,5.667762642868326,111.32596685082873,4.41988950276243,77.68496420047732,7.987711213517665,26.359832635983267,47.61904761904761,80,61.92468619246861,3.3333333333333335,3.3333333333333335,724,806,651,599,52,29,1,1,12969,12774,195,109,5,0,0,11936,155,490,47,32,62,12535,239,30,32,24,148,1,0,1,0,734488,91018,843190,59992,23078,21801,906,587,50957,44879,1493,87.10824369359219,10.794482856770122,74.80830777436992,2.488665155354047,9627
Tennessee,2015,1.6009837929394295,47.55385918303421,12.680255693353596,3.062751603884126,31.822453217629388,0.9165052147986589,0,98.50410257582337,1.4958974241766279,NA,NA,NA,NA,NA,66.91876067333496,5.030987969376595,29.71014492753623,26.665040253720417,57.2463768115942,0,NA,NA,NA,NA,NA,264,79,0,87506,86197,1309,NA,NA,NA,NA,NA,NA,NA,NA,NA,2742,82098,4099,138,2604,41,1093,79,0,0,0,5578318,819113,6499615,400804,142883,136889,40544,39656,45219,279772,80200,85.82536042519442,12.60248491641428,69.80269657987446,20.009780341513558,7806
Texas,2015,1.2353288968840024,14.333337526574667,7.696275143723346,0.9459952448643276,5.693583082787164,0,0,98.66058020011866,1.3394197998813486,2.925540613638937,106.25214998280015,0.4471964224286206,64.72152816958169,16.43835616438356,39.72266104967527,21.696862571807333,57.63747454175153,53.69492715464279,0,0,11628,12355,8030,6710,1320,376,0,0,402861,397465,5396,672,41,66,0,385058,4325,5972,1279,52,2262,391768,5697,491,1771,283,3059,0,0,0,0,20698446,5363985,26538614,1951305,721921,686807,116041,111724,53207,1408728,227765,77.99369627969268,20.212001274821663,72.19414699393482,11.672444851009965,7217
Utah,2015,1.9111137112658205,9.614072037286219,1.170069619142339,0.8580510540377152,7.605452524425203,1.4430858636088848,1.092064977866183,99.08219654519458,0.9178034548054257,3.859279627137815,111.72309247094492,3.031834259727135,93.43901365037428,16.211121583411874,79.10750507099391,25.128205128205128,77.55102040816327,12.170385395537526,75.51020408163265,57.14285714285714,1979,2211,2122,1778,344,44,74,56,51754,51279,475,107,110,72,3,49008,89,1599,231,60,389,50786,493,98,291,76,60,74,0,56,NA,2496443,380390,2903379,255244,111302,104791,1325,1394,60727,216093,2719,85.98405513024652,13.10163089283211,84.6613436554826,1.0652552067825296,6112
Vermont,2015,1.5817223198594024,5.0966608084358525,0,0.5272407732864676,4.745166959578207,1.40597539543058,1.2302284710017575,99.47552447552448,0.5244755244755245,4.235500878734622,172.19917012448133,0,98.79518072289156,6.341463414634147,93.10344827586206,33.33333333333333,88.88888888888889,0,88.88888888888889,77.77777777777779,241,415,410,384,26,3,8,7,5720,5690,30,172,2,0,0,5277,5,212,24,0,26,5661,29,9,17,8,0,8,0,7,0,584299,36158,626604,30395,14546,13435,157,262,55176,27981,419,93.24852698035761,5.770470664087686,92.05790426056917,1.3785162033229148,11010
Virginia,2015,1.665868645758519,12.638656132790679,4.309312903998085,0.4788125448886761,7.860505945255766,1.0075013965365893,0.5885404197589976,99.13079592987036,0.8692040701296389,4.104820046285212,115.3341433778858,14.459295261239369,79.94757536041939,4.590163934426229,62.194159431728494,21.19289340101523,58.08383233532935,34.096290449881614,60.47904191616767,35.32934131736527,4115,4746,4270,4074,196,48,101,59,101127,100248,879,263,5,878,80,94907,476,2933,111,595,787,98981,1267,167,620,97,432,90,11,55,4,7126973,916040,8256630,512278,162992,154590,52570,50299,65015,317582,102869,86.31818308438189,11.094599128215748,61.994073530387794,20.080698370806477,7750
Washington,2015,1.8971332209106238,11.265692336518644,3.770845044032228,1.3350196739741427,6.171538317406783,1.1710698894510025,0.7611954281431516,96.02159001461824,3.978409985381761,4.966507401161701,137.39684036783777,4.291440697948597,91.47944749542353,8.186283427323996,54.781704781704775,30.740037950664135,55.55555555555556,33.471933471933475,61.72839506172839,40.123456790123456,4241,5827,5497,5047,450,114,100,65,88930,85392,3538,1657,111,0,0,79383,330,3390,339,182,526,84430,962,162,364,90,322,100,0,65,NA,6091385,787469,6985464,445803,158138,150099,10044,8792,61062,308237,18836,87.20086453813232,11.272966262513128,69.14197526710228,4.225184666769851,7904
West Virginia,2015,0.7830853563038371,35.854122385054254,32.16243427676474,1.006824029533505,2.7407987470634296,0.4474773464593355,0.22373867322966776,87.5685736677116,12.431426332288401,2.44434500503412,117.3913043478261,NA,38.59649122807017,8.080808080808081,7.644305772230889,28.57142857142857,NA,89.70358814352574,57.14285714285714,28.57142857142857,437,513,198,182,16,18,8,4,20416,17878,2538,70,6,NA,NA,17055,315,112,10,NA,48,17237,641,14,34,NA,575,8,0,4,NA,1613621,208779,1851420,102759,47280,45679,1857,1541,41751,92959,3398,87.15585874625963,11.276695725443172,90.46312245156142,3.30676631730554,9947
Wisconsin,2015,2.158842130868402,8.179275115543662,0.8969837022622232,1.0642179518365362,6.233276575042568,1.3530771101921673,0.7753587934809049,99.13489073097212,0.8651092690278824,NA,NA,NA,NA,NA,76.2081784386617,34.63414634146341,48.59154929577465,10.966542750929369,62.676056338028175,35.91549295774648,NA,NA,NA,NA,NA,70,89,51,66350,65776,574,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,65238,538,142,267,69,59,89,0,51,NA,5219979,448384,5742117,344395,136177,129949,15520,15445,53357,266126,30965,90.90687284846338,7.80868798040862,77.27347958013327,8.99112937179692,8654
Wyoming,2015,2.706167212647771,6.694203104970802,0,0.7121492664862555,6.124483691781798,1.9940179461615153,1.2818686796752599,98.77602701181767,1.2239729881823298,3.988035892323031,95,5.357142857142857,92.88256227758008,10.344827586206897,91.48936170212765,44.18604651162791,84.21052631578947,0,73.68421052631578,47.368421052631575,280,266,261,234,27,5,14,9,7108,7021,87,0,0,0,1,6740,5,234,26,15,42,6974,47,19,23,16,0,14,0,9,0,493896,76302,579679,38645,17220,16406,98,310,58840,33626,408,85.20163745797244,13.162802171546668,87.01255013585198,1.0557640056928452,8652
Alabama,2016,2.3100772052118588,48.32924679324809,7.092342296703074,31.226569940626966,10.03059839105149,0.9321364161381183,0.6079150540031206,82.51099332876322,17.48900667123677,7.4895134653184465,1156.060606060606,0.08116883116883117,99.09433432402706,4.718496126960136,20.754716981132077,23.03030303030303,42.10526315789473,14.675052410901468,40.35087719298245,26.31578947368421,3696,42728,42344,40346,1998,1541,46,30,59809,49349,10460,29077,1283,8048,627,6618,384,3221,88,3,494,46964,2385,114,380,48,350,46,0,30,0,4208373,552918,4841164,292771,92774,88734,44229,43408,44758,181508,87637,86.92894931880019,11.421178873510586,61.99657752987831,29.93363413726086,7968
Alaska,2016,1.7758669034489203,12.618001682400225,3.5517338068978406,1.5889335451911393,7.570801009440134,1.1216001495466865,0.5608000747733433,96.3006300630063,3.6993699369936994,NA,NA,NA,NA,NA,60,23.456790123456788,78.94736842105263,28.14814814814815,63.1578947368421,31.57894736842105,NA,NA,NA,NA,NA,17,12,6,11110,10699,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,10564,135,19,61,15,38,12,0,6,NA,592366,120598,736855,54432,15183,14475,672,876,74444,29658,1548,80.39112172679836,16.366585013333694,54.486331569664905,2.8439153439153437,11761
Arizona,2016,2.4008042102773346,10.230027792561055,3.6899059783572823,0.9816096032168411,5.5703388327124355,1.1590089290994026,0.9224764945893206,98.68467122616185,1.3153287738381456,4.197268050381409,102.67681036911807,5.776275007044237,87.16549753182645,11.058122205663189,54.45086705202312,43.09978768577495,67.48768472906403,36.06936416184971,48.275862068965516,38.42364532019704,3549,3644,3355,2984,371,83,98,78,85682,84555,1127,256,41,0,3,80706,289,2728,327,205,470,83690,865,203,267,137,312,98,0,78,0,5718154,902079,6728577,434939,154952,147368,10924,10580,51340,302320,21504,84.98311009891097,13.406683166440692,69.50859775738667,4.94414159226926,7189
Arkansas,2016,1.1820006047444955,11.792517661288107,6.844608153055335,2.6938618433711756,2.281536051018445,1.127023832430798,1.0720470601171006,98.54801571177029,1.451984288229717,1.1792517661288107,113.05361305361305,0,100,0,19.34731934731935,51.80722891566265,44.18604651162791,58.04195804195804,95.34883720930233,90.69767441860465,429,485,485,485,0,98,41,39,36915,36379,536,56,0,0,0,35950,0,429,0,0,82,35950,429,43,39,19,249,6,35,4,35,2555830,359572,2968472,190884,68538,65565,17663,16978,42336,134103,34641,86.09917829779091,12.113033237301885,70.253661909851,18.14767083673854,8079
California,2016,2.133761615234599,5.990384515106323,0.36501298403328913,1.3286472618811727,4.298810057672052,1.787520727523022,1.3870493393264989,99.571545468517,0.42845453148299684,2.9192695568742373,98.67819376964847,1.3575307230637326,92.07913720448539,13.675147378219052,71.76183844011142,49.63609898107715,67.25317693059628,6.093314763231198,83.77321603128055,65.00488758553274,13996,13811,12892,11129,1763,637,857,665,481498,479435,2063,5,NA,NA,NA,465434,919,11124,1763,190,2060,476563,2872,1023,1037,688,175,857,0,665,NA,33347804,4804193,38654206,2499561,713390,686202,68578,66515,63783,1399592,135093,86.27212262489624,12.428642306092124,55.99351246078812,5.404669059886916,8325
Colorado,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4695668,572210,5359295,335492,136003,127940,7678,7654,62520,263943,15332,87.61727055517564,10.676964040979271,78.67341099042599,4.57000464988733,7323
Connecticut,2016,2.208099956915123,12.925463162429988,1.7503231365790608,0.4308487720809996,10.771219302024988,1.3464024127531236,0.9424816889271865,99.14037054834748,0.8596294516525174,NA,NA,NA,NA,NA,83.33333333333334,20.5,70.73170731707317,13.541666666666666,60.97560975609756,42.68292682926829,NA,NA,NA,NA,NA,16,50,35,37458,37136,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,36656,480,82,317,58,65,50,0,35,NA,3282924,252215,3588570,188812,64188,61510,12543,11560,71755,125698,24103,91.48279119537867,7.028287033553755,66.5730991674258,12.765608118128085,10705
Delaware,2016,1.5360983102918586,14.638113309840065,10.752688172043012,0,3.9757838619318697,1.5360983102918586,0,96.95137976346912,3.0486202365308803,0,NA,NA,NA,NA,27.160493827160494,38.63636363636363,NA,73.4567901234568,100,0,0,0,0,0,0,0,17,0,11415,11067,348,0,0,0,0,NA,NA,0,0,0,43,10905,162,17,26,NA,119,17,0,NA,NA,851491,68777,934695,55611,16826,15967,6897,6578,61017,32793,13475,91.09827269858081,7.358229154964989,58.968549387711064,24.230817643991294,10933
District of Columbia,2016,0.6881786205841871,45.9550389967885,41.06132436152317,0.8411072029362288,4.129071723505123,0,0,97.33551652277464,2.6644834772253647,7.149411224957945,121.28342245989305,NA,51.587301587301596,8.88888888888889,8.985024958402663,16.666666666666664,55.55555555555556,89.35108153078203,0,0,935,1134,585,533,52,11,0,0,13436,13078,358,185,8,6,0,11944,549,342,44,NA,53,12477,601,9,44,5,537,0,0,NA,NA,614844,33419,659009,41955,6602,6520,10745,10705,72935,13122,21450,93.29827058507547,5.071099180739565,31.276367536646404,51.12620664998212,12851
Florida,2016,1.3142469868483717,42.77484705278969,3.1001575264681103,1.5065758141920358,38.17269296992343,0.8837967542220757,0.5907242554126827,97.04823614110872,2.9517638588912885,NA,NA,NA,NA,NA,89.24098062305963,3.442898272552783,54.00696864111498,7.247618028048389,67.24738675958189,44.94773519163763,NA,NA,NA,NA,NA,329,193,129,225018,218376,6642,NA,NA,NA,NA,NA,NA,NA,NA,NA,8335,209035,9341,287,8048,155,677,193,0,129,NA,16409867,3211340,19934451,1094213,368476,351442,120328,116249,48900,719918,236577,82.31913183864457,16.109498074464152,65.79322307448368,21.620744772727065,8519
Georgia,2016,1.7170030779456098,12.193095590387948,4.320201292895405,1.3451176186670675,6.535689135405869,1.2976428791847003,0.7121210922355063,97.89088036187319,2.1091196381268107,NA,NA,NA,NA,NA,53.6015574302401,26.27118644067797,68.66359447004609,35.4315379623621,75.57603686635944,41.474654377880185,NA,NA,NA,NA,NA,170,164,90,129106,126383,2723,NA,NA,NA,NA,NA,NA,NA,NA,NA,825,124842,1541,217,608,149,546,121,43,72,18,8341825,1565414,10099320,660941,178341,169249,113017,110043,51037,347590,223060,82.59788777858311,15.500192092140857,52.59017068089285,33.74885201553543,7353
Hawaii,2016,3.979597556190796,9.24836051790819,1.0649627263045793,1.1210133961100834,7.11843506529903,2.1859761224146625,1.4012667451376044,99.14420672409003,0.8557932759099749,3.48635166190236,119.29260450160773,11.736334405144696,87.73006134969326,9.090909090909092,76.96969696969697,55.90551181102362,77.46478873239437,11.515151515151516,54.929577464788736,35.2112676056338,622,742,715,650,65,20,39,25,17995,17841,154,176,3,13,1,17026,27,461,61,73,126,17676,165,71,55,55,19,39,0,25,NA,1291876,70698,1413673,91645,10014,9351,860,835,71977,19365,1695,91.38435833463609,5.0010150862328135,21.13044901522178,1.8495280702711552,8041
Idaho,2016,1.4191540010986998,21.79088079106391,6.9584325215162055,1.1444790331441128,13.733748397729354,1.0071415491668192,0.7782457425379967,99.38577733290869,0.6142226670913145,2.6735030214246476,97.43150684931507,46.4041095890411,50.595238095238095,14.352941176470587,63.02521008403361,10.333333333333334,74.19354838709677,31.932773109243694,70.96774193548387,54.83870967741935,584,569,425,364,61,25,22,17,21979,21844,135,87,22,136,11,21004,144,141,28,271,299,21368,476,31,268,23,152,22,0,17,0,1396620,218094,1635483,114063,51064,49079,411,409,49174,100143,820,85.39495671920771,13.335143196230103,87.79621787959286,0.7189009582423749,6974
Illinois,2016,2.050700880991892,11.11695740748236,3.791098339202115,0.7285384708786984,6.604066323983756,1.2479594177088815,0.951147448091634,99.3892177830818,0.6107822169181981,3.1947761093347364,103.5472972972973,14.63260135135135,78.86367696980525,10.534662437698234,59.40533980582524,31.05209397344229,62.82894736842105,34.101941747572816,60.85526315789473,46.381578947368425,4736,4904,4414,3949,465,108,185,141,149153,148242,911,222,47,578,14,142645,490,3149,404,693,978,146594,1648,304,674,191,562,185,0,141,NA,11438252,1233486,12851684,790205,263301,252377,63049,60577,59196,515678,123626,89.00197048106692,9.597855035962603,65.25876196683139,15.644801032643427,8630
Indiana,2016,1.5313935681470139,36.920740731208255,5.044590577425457,3.937869175235178,27.951149832061464,0.939426306510353,0.6820492362335439,95.8068254672782,4.193174532721803,NA,NA,NA,NA,NA,75.70582084349947,5.4788213627992635,71.42857142857143,13.663297316138026,61.34453781512605,44.537815126050425,NA,NA,NA,NA,NA,306,73,53,81108,77707,3401,NA,NA,NA,NA,NA,NA,NA,NA,NA,2171,74838,2869,119,2052,85,392,73,0,53,0,5742314,747942,6589578,420024,166225,157930,23898,22673,50433,324155,46571,87.14236328942461,11.350377823890998,77.1753518846542,11.087699750490449,8776
Iowa,2016,1.893300827346526,12.915942630391369,1.8414295718027855,3.2678890992556475,7.8325595871048055,1.19303887750603,0.8558757164717172,98.62638768097406,1.3736123190259375,4.735845631143501,98.95947426067909,9.529025191675794,83.64462392730944,10.500905250452625,60.6425702811245,24.17218543046358,56.16438356164384,14.257028112449799,63.013698630136986,45.20547945205479,1826,1807,1657,1483,174,126,46,33,39094,38557,537,149,6,0,0,36576,150,1334,168,174,301,38059,498,73,228,41,71,46,0,33,NA,2868244,194710,3106589,196868,85523,81320,5380,4607,54570,166843,9987,92.32775883774777,6.267645961535305,84.74866407948473,5.072942276042831,8464
Kansas,2016,1.7736877281373709,20.48737854094905,1.5937483933987968,1.4652202971569586,17.454115469641664,1.2852809624183847,0.9768135314379723,98.92937975230781,1.0706202476921902,NA,NA,NA,NA,NA,85.19447929736512,10.1620029455081,46.3768115942029,7.779171894604768,72.46376811594203,55.072463768115945,NA,NA,NA,NA,NA,57,50,38,39323,38902,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,678,38105,797,69,609,32,62,50,0,38,0,2541808,297544,2898292,198915,81124,77791,6359,6193,53571,158915,12552,87.70020412021977,10.26618435961594,79.89090817685947,6.310233014101501,7845
Kentucky,2016,1.8976423231742379,27.3720529039678,4.178646731838222,1.3225991949396205,21.889975081464442,1.130918152194748,0.5750431282346176,98.26709361461668,1.7329063853833113,4.019551466359976,116.69051025274202,NA,46.26072742133224,9.982332155477032,79.97198879551821,8.669001751313484,54.54545454545454,15.266106442577032,59.59595959595959,30.303030303030305,2097,2447,1132,1019,113,69,59,30,53090,52170,920,NA,NA,339,11,49723,1315,680,102,NA,1141,50742,1428,99,1042,54,218,57,2,30,NA,3911579,415778,4411989,274525,115454,109153,12539,11379,44811,224607,23918,88.65794996315721,9.423822226211351,81.81659229578364,8.712503414989527,8611
Louisiana,2016,1.440760721661037,47.43304464757392,8.628555877503322,4.210222997742808,34.610274224790686,1.1686170297917302,0.5923127411273152,98.76830155266735,1.2316984473326376,4.741703619511102,128.8318703578663,0,82.31132075471697,8.468640560331105,72.96658791765103,4.162812210915819,43.333333333333336,18.19102261221735,81.11111111111111,41.11111111111111,2962,3816,3141,2875,266,263,73,37,63246,62467,779,317,7,479,51,58689,675,2079,208,0,2161,59504,2963,90,2071,39,539,66,7,31,6,3901152,641160,4645670,309257,87781,83178,56783,56134,45652,170959,112917,83.97393702092486,13.80123857269242,55.28055953462654,36.51235056926763,8542
Maine,2016,1.0662729658792651,12.38517060367454,1.5583989501312336,1.3123359580052494,9.596456692913387,0.8202099737532809,0.5741469816272966,97.6923076923077,2.307692307692308,NA,NA,NA,NA,NA,77.48344370860927,11.11111111111111,76.92307692307693,12.582781456953644,76.92307692307693,53.84615384615385,NA,NA,NA,NA,NA,16,10,7,12480,12192,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,12041,151,13,103,10,19,10,0,7,NA,1190880,124723,1329923,65146,29937,28622,1033,824,50826,58559,1857,89.54503381022812,9.378212122055187,89.8888650108986,2.8505203696312895,10018
Maryland,2016,1.3279637408161205,14.65090431443872,1.3568325177903837,1.515610791148833,11.792895393986635,1.0392759710734853,0.7938913667922458,99.14704830053668,0.8529516994633274,2.87388674778793,80.41185334003013,37.066800602712206,61.09448482257375,7.3477956613016095,80.49261083743843,11.260709914320685,54.347826086956516,9.261083743842365,78.26086956521739,59.78260869565217,1991,1601,1429,1324,105,105,72,55,69875,69279,596,339,9,0,0,66940,172,985,96,738,816,68264,1015,92,724,50,94,72,0,55,0,5389007,475885,5959902,367551,91298,88401,57787,55577,76067,179699,113364,90.42106732627482,7.98477894435177,48.89090221493071,30.843066676461227,9321
Massachusetts,2016,2.4522168039908077,18.59480970797601,0.630570035311922,1.5974440894568689,16.380808250658596,2.0178241129981505,1.6955327616165012,99.18278852568379,0.8172114743162108,1.9099265736225546,106.60308143800441,0.07336757153338225,9.284731774415405,5.9259259259259265,88.09344385832706,14.97005988023952,80,3.391107761868877,82.28571428571428,69.14285714285714,1363,1453,135,127,8,114,144,121,71952,71364,588,87,4,0,0,69910,1318,40,4,1,1168,70037,1327,175,993,140,45,144,0,121,NA,6451367,214158,6742143,363610,129022,123494,18721,16997,70954,252516,35718,95.68718729341694,3.1764084505475485,69.44693490278046,9.823162179257997,11490
Michigan,2016,1.5808777033008727,11.273916421254222,5.347883430594952,0.8039892319644438,5.131077345570833,0.7768884713364289,0.5058808650562792,99.13668033887984,0.8633196611201661,NA,NA,NA,NA,NA,45.51282051282051,30.809859154929576,58.285714285714285,47.43589743589743,49.142857142857146,32,NA,NA,NA,NA,NA,89,86,56,111662,110698,964,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,109450,1248,175,392,102,592,86,0,56,NA,8974782,823602,9909600,573965,209500,199201,49052,47560,50803,408701,96612,90.56654153548075,8.311152821506418,71.20660667462302,16.832385249971686,8707
