State,Year,HLp,NPr,LTFr,CLEARr,Dr,EIr,EI6r,PerTscr,PerTNscr,PerNPIS,PerReferOP,PerReDirDiag,PerOPS,PerNPOS,PerD,PerDHL,PerHL3,PerLTF,PerEI,PerEI6,NPIS,ReferOP,OPS,POS,NPOS,CLEAR,EI,EI6,Birth,Tscr,TNscr,NoInPaOut,NoInReOut,PaInPaOut,PaInReOut,PaInNoOut,ReInNoOut,ReInPaOut,ReInReOut,ReInStDia,Tdiag,TotPas,TotNotPas,HL,NHL,HL3,LTF,ToEnrEIPC,ToEnrEINPC,ToEnrEI6PC,ToEnrEI6NPC,Pop_with_insur,Pop_without_insur,Total_population,Population_under_5yr,White_alone_male_under_5yr,White_alone_female_under_5yr,Black_male_under_5yr,Black_female_under_5yr,Median_household_income,White_under_5yr,Black_under_5yr,Percent_insured,Percent_uninsured,percent_White_under_5yr,percent_Black_under_5yr,Health_Spending_per_Capita
Maryland,2020,1.3641718856575928,15.548459105847337,5.270664103677063,0.40305078439883424,9.890246171017548,0.9766230545048676,0.6975878960749055,98.37435568975509,1.625644310244914,3.1685992435046813,95.25440313111547,28.228962818003918,63.70839936608558,5.410447761194029,63.609172482552346,13.793103448275861,56.81818181818182,33.89830508474576,71.5909090909091,51.13636363636363,2044,1947,1608,1521,87,26,63,45,65574,64508,1066,471,8,1,0,61984,339,1049,79,577,677,63505,1003,88,549,50,340,63,0,45,0,5586014,352186,6037624,363618,85513,81934,55319,52796,87063,167447,108115,92.52007080931173,5.833188684820386,46.05025053765215,29.733126522889407,10839
Massachusetts,2020,2.2840656368335637,20.842098936106268,0.4958826711546553,2.389252870108794,17.971990142453567,1.9083969465648853,1.4876480134639658,99.01060806689182,0.9893919331081784,2.214942597824127,100.13568521031209,NA,6.842818428184281,11.881188118811881,86.22927180966113,12.709030100334449,67.10526315789474,2.3792357606344625,83.55263157894737,65.13157894736842,1474,1476,101,89,12,159,127,99,67213,66548,665,2,0,0,0,65072,1375,87,12,NA,1195,65161,1387,152,1043,102,33,127,0,99,0,6614995,185687,6873003,358030,121851,114233,17096,16577,84385,236084,33673,96.24606594817433,2.70168658445224,65.93972572130828,9.405077786777644,13319
Michigan,2020,1.8440124123846253,12.372728444387164,6.235934448332953,1.804356231473128,4.342351809808957,1.0112326132431817,0.6642410302675801,98.92704073125999,1.0729592687400085,0,NA,NA,NA,NA,35.09615384615385,42.465753424657535,61.29032258064516,50.40064102564102,54.83870967741935,36.02150537634409,0,0,0,0,0,182,102,67,101961,100867,1094,0,0,0,0,0,0,0,0,0,506,99619,1248,186,251,114,629,102,0,67,0,9337676,528400,9973907,568326,202646,193161,48277,46203,59234,395807,94480,93.6210453937459,5.29782361114857,69.64435904744812,16.62426142742018,9897
Minnesota,2020,2.5803954456020386,21.401154726961906,4.386672257523466,5.660742508789472,11.369867432183982,0.8386285198206626,0.6612263329355224,98.70737686650322,1.2926231334967684,6.991258910428024,100.06920415224914,11.672433679354095,79.1494632535095,8.268127282211788,53.127354935945746,22.69503546099291,85,20.497362471740768,32.5,25.624999999999996,4335,4338,3834,3517,317,351,52,41,62818,62006,812,494,15,NA,NA,57162,504,3023,302,506,797,60679,1327,160,544,136,272,52,NA,41,NA,5289521,251900,5600166,351104,126471,120745,18115,17218,73382,247216,35333,94.4529322880786,4.498080949743275,70.41104629967188,10.063400018228217,10846
Mississippi,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2562055,350002,2981835,185274,48571,46076,39482,38371,46511,94647,77853,85.92209159795897,11.737805747132219,51.08487969169986,42.02046698403446,9394
Missouri,2020,1.7108264607825934,17.795519681815524,7.018775223723461,1.330642802830906,9.460724103643916,1.2867754576826345,1.0820611803240334,97.60372215165485,2.3962778483451554,4.183482482306838,83.25760223698008,19.468717231737152,64.64783940115686,9.368421052631579,53.163516844700084,18.083462132921174,58.97435897435898,39.44124897288414,75.21367521367522,63.24786324786324,2861,2382,1900,1722,178,91,88,74,70067,68388,1679,61,3,0,14,65449,482,1661,161,557,693,67171,1217,117,529,69,480,88,0,74,0,5446869,565099,6124160,371046,141026,134720,25714,24014,57290,275746,49728,88.94067104713136,9.227371590552828,74.31585302091925,13.40211186753125,9921
Montana,2020,0.8610792192881744,21.718331419823958,17.986988136241866,0.5740528128587831,3.252965939533104,0.7654037504783774,0.6697282816685801,96.5988909426987,3.4011090573012934,6.276310753922694,118.14024390243902,5.487804878048781,77.68187422934648,7.301587301587302,14.977973568281937,26.47058823529412,33.33333333333333,82.81938325991189,88.88888888888889,77.77777777777779,656,775,630,584,46,6,8,7,10820,10452,368,135,3,16,1,9641,145,433,42,36,37,10225,227,9,24,3,188,8,0,7,0,958813,87857,1061705,61338,25729,24000,151,165,56539,49729,316,90.30879575776699,8.275085828926114,81.07372265153738,0.5151781929635789,10212
Nebraska,2020,2.7403983803018526,7.607673115464845,0,0,7.64857458382756,1.7587631395967116,1.5133543294204261,98.93974343409818,1.060256565901825,5.358092355515563,106.10687022900764,NA,89.20863309352518,2.903225806451613,100.53763440860214,35.82887700534759,68.65671641791045,0,64.17910447761194,55.223880597014926,1310,1390,1240,1204,36,0,43,37,24711,24449,262,57,2,21,NA,23059,150,1126,34,NA,186,24263,186,67,119,46,0,43,NA,37,NA,1740040,154287,1923826,130742,52300,49213,3562,3811,63015,101513,7373,90.4468491433217,8.019800127454355,77.64375640574566,5.639350782457052,10514
Nevada,2020,1.2438197705152523,14.863646257657265,8.58235641655524,1.0883422992008458,5.22404303616406,0.901769333623558,0.6530053795205075,96.69262455275263,3.3073754472473618,4.928635840666687,124.9211356466877,0.12618296529968456,84.6619576185671,10.369487485101311,35.146443514644346,23.809523809523807,62.5,57.74058577405857,72.5,52.5,1585,1980,1678,1504,174,35,29,21,33259,32159,1100,30,5,353,9,30177,302,1121,160,2,177,31681,478,40,127,25,276,29,0,21,0,2659502,334130,3030281,184141,50393,47284,10301,10397,62043,97677,20698,87.76420404576342,11.026370161711077,53.04467771979081,11.240299553059883,8348
New Hampshire,2020,1.4141771256849922,36.326674916033234,12.462435920098992,3.447056743857168,20.505568322432385,0.35354428142124805,0.17677214071062403,97.88043948438447,2.1195605156155377,NA,NA,NA,NA,NA,56.447688564476884,6.896551724137931,25,34.306569343065696,25,12.5,NA,NA,NA,NA,NA,39,4,2,11559,11314,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,10903,411,16,215,4,141,4,NA,2,NA,1258301,80071,1355244,63677,28287,27608,463,596,77923,55895,1059,92.84682315509237,5.908234974661389,87.77894687249713,1.6630808612214771,11793
New Jersey,2020,1.040405970656305,8.907149075312653,5.010934879079347,0.5202029853281525,3.3866275983608296,0.5414357602395057,0.3078752362146209,98.66862200806578,1.3313779919342168,NA,NA,NA,NA,NA,38.021454112038136,30.721003134796238,68.36734693877551,56.25744934445769,52.04081632653062,29.591836734693878,NA,NA,NA,NA,NA,49,51,29,95465,94194,1271,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,93355,839,98,220,67,472,51,0,29,0,8117243,662917,8885418,518349,152439,146271,36205,34735,85245,298710,70940,91.35465545909038,7.4607294783430564,57.62719712008705,13.68575998024497,11868
New Mexico,2020,1.7971351551350494,40.85839632115862,5.021407051112638,20.191342037105557,15.698504149267933,1.162852159205032,0.8985675775675247,92.25180417398089,7.748195826019115,NA,NA,NA,NA,NA,38.42173350582148,11.447811447811448,38.23529411764706,12.289780077619664,64.70588235294117,50,NA,NA,NA,NA,NA,382,22,17,20508,18919,1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,18146,773,34,262,13,95,21,1,16,1,1865643,194896,2097021,122993,41138,40610,941,1128,51243,81748,2069,88.96634797648665,9.293946031060251,66.46557121136976,1.6822095566414348,8902
New York,2020,1.3242022669552242,14.813277598252842,10.124218078325576,1.1660885634381823,3.527912009723993,0.7806864111153934,0.4348126846718646,96.7687335041885,3.2312664958114983,3.0980403782870356,129.23444976076556,0.8452950558213715,68.83276115743011,8.122550765942286,23.815877251501,37.53501400560224,57.08955223880597,68.34556370913943,58.95522388059702,32.83582089552239,6270,8103,5614,5158,456,236,158,88,209144,202386,6758,1215,36,635,0,194230,2489,3308,420,53,835,199388,2998,268,445,153,2049,157,1,87,1,18239538,1037271,19514849,1140669,321675,305322,90712,87374,71117,626997,178086,93.46491996940381,5.31529093563573,54.96747961064954,15.61241692375264,14007
North Carolina,2020,2.0823063455098674,10.658008805181119,3.518672763433001,1.3513743221880365,5.79646092913359,1.3428751126145269,0.9944075201006306,99.00371922384342,0.9962807761565776,4.439137160244097,96.11334482098411,3.886655179015891,84.64484013019337,10.223931237276634,54.385964912280706,35.92375366568915,54.69387755102041,33.014354066985646,64.48979591836735,47.755102040816325,5223,5020,4421,3969,452,159,158,117,118842,117658,1184,0,0,0,0,112435,599,3969,452,203,681,116404,1254,245,436,134,414,157,1,116,1,9093981,1084103,10386227,605299,184417,174259,66575,62688,56642,358676,129263,87.55808052337004,10.437890487084482,59.256004057498856,21.355231051100365,8917
North Dakota,2020,1.6672516672516673,26.676026676026677,11.758511758511759,5.001755001755002,10.003510003510003,1.1407511407511408,0.7897507897507897,98.71794871794873,1.282051282051282,11.89013689013689,101.4760147601476,4.206642066420664,85.47486033519553,7.8431372549019605,37.5,16.666666666666664,57.89473684210527,44.07894736842105,68.42105263157895,47.368421052631575,1355,1375,1224,1128,96,57,13,9,11544,11396,148,73,4,0,0,9964,151,1055,92,57,121,11092,304,19,94,11,134,13,0,9,0,689270,53835,760394,53408,21319,19958,1486,1678,65315,41277,3164,90.64642803599186,7.079882271559218,77.28617435590174,5.924206111443978,11301
Ohio,2020,2.320148994602102,44.25644748887275,8.822879510085546,2.4464156065532374,32.995044035480916,1.160074497301051,0.7812746614476468,97.46559906469453,2.534400935305474,4.4469522396540295,101.59716060337178,0,2.11353711790393,3.3057851239669422,74.55420827389445,7.031810571633581,70.06802721088435,19.935805991440798,50,33.6734693877551,5635,5725,121,117,4,310,147,99,130011,126716,3295,80,3,7,0,120991,5604,30,1,0,4310,121108,5608,294,3886,206,1118,141,6,97,2,10793219,708532,11675275,692983,256143,244294,52971,50063,58116,500437,103034,92.44509444103029,6.068653629143639,72.21490281868387,14.86818579965165,10478
Oklahoma,2020,1.6678004783954004,15.997717746713775,NA,14.329917268318374,NA,1.272795101933332,0.43889486273563166,99.2248230811105,0.7751769188894937,5.5081305273321775,147.84860557768923,NA,87.84694152519536,8.52760736196319,NA,NA,56.57894736842105,NA,76.31578947368422,26.31578947368421,2510,3711,3260,2982,278,653,58,20,45925,45569,356,294,5,794,108,41858,451,1894,165,NA,76,44840,729,76,NA,43,NA,20,38,12,8,3310379,556644,3949342,259003,80712,75897,9917,10063,53840,156609,19980,83.82102638869968,14.09460107531837,60.46609498731675,7.7141963606599155,9444
Oregon,2020,2.043545172439892,35.62328127759417,3.1283901405252665,2.34629260539395,30.17382748442112,1.538966117516462,0.9839291571006887,98.42322208978943,1.5767779102105681,NA,NA,NA,NA,NA,84.70254957507082,6.77257525083612,64.19753086419753,8.78186968838527,75.30864197530865,48.148148148148145,NA,NA,NA,NA,NA,93,61,39,40272,39637,635,NA,NA,NA,NA,NA,NA,NA,NA,NA,1195,38225,1412,81,1114,52,124,60,1,39,0,3861117,274414,4176346,228314,88933,84562,2920,2169,65667,173495,5089,92.45203821714006,6.570672065963882,75.98964583862575,2.2289478525188993,10071
Pennsylvania,2020,1.3971084564306233,8.421895358146399,2.582295967222894,1.114547195579486,4.73290111925655,0.9418708695037911,0.769194543428096,97.8743671882802,2.1256328117197882,4.595544950787247,134.53458582408197,9.666951323654995,78.64503138694778,4.442771084337349,56.19757688723206,29.519071310116086,75.28089887640449,30.661696178937557,67.41573033707866,55.0561797752809,5855,7877,6640,6345,295,142,120,98,130173,127406,2767,2350,28,205,5,120004,1237,3790,262,566,693,126333,1073,178,424,134,329,120,NA,98,NA,11884753,705891,12794885,702231,252645,241860,48290,47357,63627,494505,95647,92.88675122910445,5.516978073659904,70.41913558359002,13.620446833022182,11603
Rhode Island,2020,2.1842355175688506,28.395061728395063,5.128205128205129,2.5641025641025643,20.7977207977208,1.5194681861348527,1.2345679012345678,98.9010989010989,1.098901098901099,11.329534662867996,109.30427493713329,8.968985750209555,88.4479092841956,10.897435897435898,73.24414715719062,10.50228310502283,95.65217391304348,18.06020066889632,69.56521739130434,56.52173913043478,1193,1304,1248,1112,136,27,16,13,10647,10530,117,194,4,19,1,9119,56,899,131,107,246,10231,299,23,195,22,54,16,0,13,0,997069,44575,1057798,54688,18619,18046,2002,2593,70305,36665,4595,94.2589227810981,4.213942548577328,67.04395845523699,8.402208894090112,11694
South Carolina,2020,2.109164021998384,19.632966036545703,13.068932211074097,0.9658788511955215,5.617866787565788,1.8529104492322248,1.1827087973822712,97.40975422427034,2.5902457757296466,5.300506593601546,105.2807735217553,11.082186686500558,74.17705337168424,8.09995691512279,28.614457831325304,37.54385964912281,64.48598130841121,66.56626506024097,87.85046728971963,56.074766355140184,2689,2831,2321,2133,188,49,94,60,52080,50731,1349,50,27,325,38,47602,510,1758,123,298,308,49735,996,107,177,69,663,80,14,53,7,4472269,518723,5091517,291651,87580,83813,41055,40487,54864,171393,81542,87.8376523146245,10.187985231120706,58.76647088472181,27.958758927622394,8766
South Dakota,2020,2.1828103683492497,37.28967712596635,27.19417917235107,3.4561164165529785,6.730331969076853,0.2728512960436562,0.18190086402910413,94.58878183069511,5.411218169304886,5.693497044110959,101.59744408945687,11.980830670926517,45.0070323488045,5.9375,18.048780487804876,32.432432432432435,70.83333333333334,72.92682926829268,12.5,8.333333333333332,626,636,320,301,19,38,3,2,11624,10995,629,77,6,0,2,10284,316,224,11,75,73,10585,410,24,49,17,299,3,0,2,0,779526,82407,879336,60019,22536,21150,929,1003,59896,43686,1932,88.6493899942684,9.371503043205328,72.78695079891368,3.2189806561255607,12495
Tennessee,2020,1.916649696330814,35.5538518669366,6.5765042705351044,2.82705830208795,26.162268354915607,1.0421782723798798,0.6348902119095821,98.91462764381777,1.0853723561822384,NA,NA,NA,NA,NA,73.58490566037736,7.326007326007327,33.75,18.49730458221024,54.37499999999999,33.125,NA,NA,NA,NA,NA,236,87,53,84395,83479,916,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207,80511,2968,160,2023,54,549,83,4,49,4,6014822,649312,6772268,406986,144764,136972,39352,37945,54833,281736,77297,88.81547511114445,9.587807216134978,69.22498562604119,18.992545198114925,9336
Texas,2020,1.1229396558912639,16.215915723934735,8.53600911693582,2.4404480640409147,5.242238096561692,0.3057508964060372,0.12230035856241489,98.48213185880678,1.517868141193217,3.9288990188175776,92.64945171559957,15.500530597806863,68.82318309674888,10.15112631879099,32.327733973260194,21.42099681866384,63.613861386138616,52.639698320191975,27.22772277227723,10.891089108910892,14135,13096,10521,9453,1068,878,110,44,365315,359770,5545,1090,29,33,0,344483,2575,8330,1039,2191,1987,353936,5834,404,1481,257,3071,108,2,43,1,23292892,4877069,28635442,1997007,672518,643169,119477,117937,63826,1315687,237414,81.34287572721944,17.031582749796563,65.88294382543477,11.888491126971514,8406
Utah,2020,2.8922944096697605,10.554716166630692,0.7986186056550831,-4.208935894668682,13.986617742283618,2.4174401036045756,1.7699115044247788,98.65843270868825,1.3415672913117547,5.018346643643428,98.53763440860214,6.365591397849463,90.7339073390734,11.884319927699954,132.51533742331287,20.679012345679013,86.56716417910447,7.566462167689162,83.5820895522388,61.19402985074627,2325,2291,2213,1950,263,-195,112,82,46960,46330,630,73,2,34,5,43891,78,1843,256,148,726,45841,489,134,513,116,37,112,NA,82,NA,2844130,280433,3151239,248602,104263,99170,1837,1466,74197,203433,3303,90.25434122895788,8.899134594361138,81.83079782141736,1.3286296972671177,7522
Vermont,2020,1.2355848434925865,8.031301482701812,0,0,8.237232289950576,0.8237232289950577,0.8237232289950577,98.04159095497678,1.9584090450232183,7.557660626029654,124.52316076294278,0,100,8.533916849015318,102.56410256410255,15,66.66666666666666,0,66.66666666666666,66.66666666666666,367,457,457,418,39,0,4,4,4953,4856,97,90,0,0,0,4399,0,328,39,0,39,4817,39,6,33,4,0,4,0,4,0,593153,25031,624340,29038,13633,12781,306,159,63477,26414,465,95.00480507415831,4.009193708556236,90.96356498381432,1.6013499552310764,12756
Virginia,2020,1.5171711260660836,18.22772738602252,3.630373765943843,3.6412107025586007,10.966979854134834,0.4876621476640983,0.3467819716722477,97.29139868840015,2.708601311599857,4.030256727028403,90.99220220489379,21.941382091960204,68,11.834733893557422,60.166468489892985,13.83399209486166,62.142857142857146,19.916765755053508,32.142857142857146,22.857142857142858,3719,3384,2856,2518,338,336,45,32,94846,92277,2569,0,31,409,41,88077,528,2109,266,816,1037,90595,1682,140,871,87,335,45,0,32,0,7601635,681362,8509358,508122,153795,146294,48975,47599,76398,300089,96574,89.33265000720382,8.00720806434516,59.05845446565983,19.006065472465274,9195
Washington,2020,1.970710317900208,12.834250945325104,4.1877594255379424,0.8375518851075884,7.821256574166451,1.3302294645826405,0.9360874010025989,99.19000146606069,0.8099985339393051,5.170651196590671,139.7332062887089,7.146260123868508,88.92312682452157,6.547510486959694,60.9404990403071,25.196850393700785,53.75,32.629558541266796,67.5,47.5,4198,5866,5483,5124,359,68,108,76,81852,81189,663,1873,95,0,0,75023,383,3251,264,300,640,80147,1042,160,474,86,340,106,2,76,0,6939704,458228,7512465,454612,149346,142271,9927,9593,77006,291617,19520,92.37585799068614,6.099569182685044,64.14634897451013,4.293771391868231,9265
West Virginia,2020,0.5017002062545292,50.448742962261,21.405875466859914,8.194436702157311,20.904175260605385,0.39021127153130053,0.33446680416968616,98.4685475902953,1.5314524097046878,NA,NA,NA,NA,NA,41.43646408839779,2.4,77.77777777777779,42.430939226519335,77.77777777777779,66.66666666666666,NA,NA,NA,NA,NA,147,7,6,18218,17939,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,17034,905,9,365,7,384,7,NA,6,NA,1668236,109844,1807426,95692,44062,41120,1551,1597,48037,85182,3148,92.29899315379994,6.077371909002084,89.01684571333027,3.289721188814112,12769
Wisconsin,2020,1.9451962110960757,14.039242219215154,3.0784844384303116,2.9262516914749663,8.051420838971584,1.0487144790257104,0.6089309878213803,98.22229606246886,1.7777039375311512,NA,NA,NA,NA,NA,57.34939759036145,24.159663865546218,55.65217391304348,21.927710843373493,53.91304347826087,31.30434782608696,NA,NA,NA,NA,NA,173,62,36,60190,59120,1070,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,58290,830,115,360,64,182,62,NA,36,NA,5422999,312704,5806975,331066,125856,119517,15661,15333,63293,245373,30994,93.38767602753585,5.3849723823505355,74.11603728561677,9.361879504388854,9982
Wyoming,2020,2.5293586269196022,6.684733514001806,0.18066847335140018,0.9033423667570009,5.781391147244806,2.3486901535682025,1.9873532068654018,98.48754448398577,1.5124555160142348,4.137308039747064,95.63318777292577,4.366812227074235,93.44978165938865,10.2803738317757,86.48648648648648,43.75,92.85714285714286,2.7027027027027026,92.85714285714286,78.57142857142857,229,219,214,192,22,5,13,11,5620,5535,85,0,0,0,0,5306,5,192,22,10,36,5498,37,14,17,13,1,13,0,11,0,505708,65297,581348,35436,15545,14930,228,92,65304,30475,320,86.98886037278875,11.231998733976894,86.0001128795575,0.9030364600970764,10989
